"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ORC62",2.17984781667375e-30,0.27133992121317,0.938,0.708,3.94225477645447e-26,"6","ORC6"
"JADE31",2.24365607063865e-30,0.297592345992398,0.685,0.488,4.05765200375e-26,"6","JADE3"
"KIF18B2",2.44458543762683e-30,0.271650743888663,0.782,0.564,4.42103276394812e-26,"6","KIF18B"
"LRRC39",3.33353661663314e-30,0.256556107527856,0.348,0.203,6.02870097118104e-26,"6","LRRC39"
"ZFAND12",3.55139954090506e-30,0.256025168486267,0.967,0.822,6.4227060697268e-26,"6","ZFAND1"
"PARG",4.08808079238723e-30,0.263001317454256,0.855,0.661,7.3932941130323e-26,"6","PARG"
"SPDL11",4.27400178081701e-30,0.382850659854086,0.563,0.379,7.72953222060756e-26,"6","SPDL1"
"METAP1D2",5.03866151775016e-30,0.262297061262465,0.643,0.443,9.11241935485116e-26,"6","METAP1D"
"UTP32",5.33412448629374e-30,0.264848436572923,0.948,0.764,9.64676413346223e-26,"6","UTP3"
"CXXC43",5.64196855994096e-30,0.329430810904922,0.479,0.31,1.02035001406532e-25,"6","CXXC4"
"ANAPC101",5.66049057003088e-30,0.312408718174944,0.673,0.476,1.02369971959008e-25,"6","ANAPC10"
"ISOC21",6.56855732512383e-30,0.251001005038087,0.911,0.715,1.18792359224864e-25,"6","ISOC2"
"EPHA21",6.89400435433616e-30,0.279051610497923,0.751,0.556,1.2467806874817e-25,"6","EPHA2"
"RPAP21",7.1323940135646e-30,0.265675649502996,0.886,0.684,1.28989345735316e-25,"6","RPAP2"
"C14orf932",8.01258792469343e-30,0.282345794107262,0.734,0.529,1.44907652618081e-25,"6","C14orf93"
"NSD22",9.4257699872687e-30,0.250763531500485,0.971,0.801,1.70465050219754e-25,"6","NSD2"
"MTBP1",9.61646866567738e-30,0.30027614728938,0.679,0.484,1.73913835818775e-25,"6","MTBP"
"HACL12",9.76279240931481e-30,0.290223189550311,0.573,0.391,1.76560100722458e-25,"6","HACL1"
"PHKA13",1.23294753559602e-29,0.256638138095635,0.73,0.518,2.22978561812541e-25,"6","PHKA1"
"ITPK1",1.2702112098284e-29,0.25293744354215,0.962,0.799,2.29717697297466e-25,"6","ITPK1"
"COA11",1.28729942885355e-29,0.254565960790781,0.919,0.715,2.32808101708164e-25,"6","COA1"
"UBE2V2",1.39381044660615e-29,0.346293535568205,0.446,0.281,2.52070619268722e-25,"6","UBE2V2"
"DFFA",1.68682168490753e-29,0.264333403280222,0.947,0.771,3.05061701715527e-25,"6","DFFA"
"C1orf109",1.8681800922308e-29,0.289311452800223,0.886,0.67,3.3786036967994e-25,"6","C1orf109"
"THUMPD31",1.92217984648631e-29,0.251557187121539,0.942,0.774,3.47626225237049e-25,"6","THUMPD3"
"SDAD11",2.09186433620464e-29,0.296970774018086,0.808,0.611,3.7831366520261e-25,"6","SDAD1"
"SIN3A",2.1117416591019e-29,0.261283798283951,0.937,0.758,3.81908479048578e-25,"6","SIN3A"
"SAMD123",2.1416467562242e-29,0.27453955269239,0.899,0.665,3.87316815863146e-25,"6","SAMD12"
"DBI1",2.15133801671412e-29,0.262891129936835,0.977,0.824,3.89069480322749e-25,"6","DBI"
"WASF11",2.53839858073361e-29,0.264212042838637,0.74,0.54,4.59069383325673e-25,"6","WASF1"
"TAF1B",2.6602760933832e-29,0.276763228066974,0.722,0.525,4.81110931488352e-25,"6","TAF1B"
"FAAH4",2.73922816699791e-29,0.262097865227942,0.755,0.541,4.95389414001571e-25,"6","FAAH"
"TIGD23",3.06942378317019e-29,0.278769675705201,0.768,0.55,5.55105291186329e-25,"6","TIGD2"
"NDUFA82",3.24488674490047e-29,0.254031228336422,0.97,0.813,5.8683776781525e-25,"6","NDUFA8"
"NKRF2",3.85804989501798e-29,0.26163494344516,0.848,0.656,6.97728323514002e-25,"6","NKRF"
"IAH1",3.92138288838225e-29,0.256256750398266,0.974,0.849,7.09182095363929e-25,"6","IAH1"
"TRMT10A1",4.23015696675865e-29,0.254413797588611,0.717,0.514,7.65023887438301e-25,"6","TRMT10A"
"SHCBP12",5.94461762237728e-29,0.254443345469369,0.86,0.644,1.07508409700693e-24,"6","SHCBP1"
"HASPIN2",5.95028043198012e-29,0.286731194459289,0.753,0.553,1.0761082161236e-24,"6","HASPIN"
"ATMIN",6.14616819987757e-29,0.258371789089384,0.882,0.695,1.11153451894786e-24,"6","ATMIN"
"GRWD11",6.25180887946056e-29,0.260002035852485,0.887,0.682,1.13063963585044e-24,"6","GRWD1"
"SUPT20H",7.31423342674235e-29,0.254275302434535,0.949,0.802,1.32277911522635e-24,"6","SUPT20H"
"ESCO23",9.21445749049981e-29,0.257400222167144,0.828,0.592,1.66643463715689e-24,"6","ESCO2"
"SLX4IP2",9.25420663714067e-29,0.255703515442666,0.762,0.568,1.67362327032689e-24,"6","SLX4IP"
"PTPRR1",9.38247824075858e-29,0.270483656262291,0.578,0.402,1.69682118984119e-24,"6","PTPRR"
"PIGK",9.6647910657487e-29,0.261854851936304,0.928,0.759,1.74787746424065e-24,"6","PIGK"
"LRRC452",9.93906443543501e-29,0.308194322686917,0.834,0.627,1.79747980314842e-24,"6","LRRC45"
"MAP2K52",1.00619692177588e-28,0.258330120071471,0.9,0.7,1.81970713303168e-24,"6","MAP2K5"
"SLC35A32",1.35580959421147e-28,0.26678039427268,0.959,0.779,2.45198165113144e-24,"6","SLC35A3"
"VCP2",1.36293711562415e-28,0.273356072848923,0.962,0.813,2.46487177360627e-24,"6","VCP"
"DEPDC71",1.47117684656534e-28,0.31516972248897,0.681,0.493,2.66062332701341e-24,"6","DEPDC7"
"SLC9A3R1",1.67691291592198e-28,0.258620668905553,0.973,0.827,3.0326970084449e-24,"6","SLC9A3R1"
"EFNA41",1.81463298286093e-28,0.304892784528059,0.565,0.384,3.281763749504e-24,"6","EFNA4"
"BCDIN3D1",1.83418408566984e-28,0.261741817267455,0.599,0.416,3.31712191893391e-24,"6","BCDIN3D"
"TBCCD12",2.10248026949971e-28,0.25833255483111,0.782,0.597,3.80233556739023e-24,"6","TBCCD1"
"TRAIP2",2.19212206180188e-28,0.266513621340121,0.687,0.489,3.96445274876869e-24,"6","TRAIP"
"SPC242",3.21853340194271e-28,0.261351918978752,0.917,0.701,5.8207176574134e-24,"6","SPC24"
"ZFP69B",3.51428411833382e-28,0.276799221099054,0.602,0.42,6.35558282800672e-24,"6","ZFP69B"
"HAUS82",3.81729558872935e-28,0.255288531054365,0.698,0.499,6.90357907221703e-24,"6","HAUS8"
"PTGES31",4.10084976317276e-28,0.332842886734778,0.519,0.344,7.41638679669794e-24,"6","PTGES3"
"TNK12",4.19931288073811e-28,0.309924785171171,0.595,0.402,7.59445734481487e-24,"6","TNK1"
"UQCRFS12",4.2170985293003e-28,0.271272934032851,0.87,0.647,7.6266226902396e-24,"6","UQCRFS1"
"HCCS1",4.46045716613203e-28,0.256455386350205,0.843,0.649,8.06673678494977e-24,"6","HCCS"
"APOO1",4.89764263351748e-28,0.295565703033346,0.734,0.534,8.85738670271636e-24,"6","APOO"
"COLEC111",4.93897720638912e-28,0.266065247718708,0.342,0.199,8.93214027775473e-24,"6","COLEC11"
"GPATCH111",5.00758763619146e-28,0.305533891594391,0.652,0.472,9.05622224005226e-24,"6","GPATCH11"
"IDE",5.02658464615662e-28,0.256192841048159,0.966,0.802,9.09057833257424e-24,"6","IDE"
"STIL3",5.05219696375248e-28,0.277451273547528,0.957,0.724,9.13689820894635e-24,"6","STIL"
"GOLPH3L2",5.60605104995652e-28,0.263032093808194,0.96,0.807,1.01385433238464e-23,"6","GOLPH3L"
"GPT22",5.82899952152221e-28,0.27041076955049,0.688,0.495,1.05417456346729e-23,"6","GPT2"
"ZFY1",7.71562938284569e-28,0.253653110046873,0.759,0.552,1.39537157388764e-23,"6","ZFY"
"ZNF2731",8.28372228383992e-28,0.353803058873227,0.466,0.303,1.49811117503245e-23,"6","ZNF273"
"ATPAF21",9.35905526871547e-28,0.264172641778078,0.577,0.402,1.69258514534719e-23,"6","ATPAF2"
"LANCL11",9.51217519506747e-28,0.25704532426018,0.953,0.788,1.72027688402795e-23,"6","LANCL1"
"ATP1B12",9.67943151450815e-28,0.280493375320562,1,0.942,1.7505251893988e-23,"6","ATP1B1"
"SFT2D12",1.16290527035714e-27,0.253921622100273,0.943,0.772,2.10311418144088e-23,"6","SFT2D1"
"RAD51AP14",1.24220565291387e-27,0.279551247843043,0.881,0.662,2.24652892329474e-23,"6","RAD51AP1"
"SLC35A23",1.28496653476253e-27,0.311433849658625,0.589,0.402,2.32386197811803e-23,"6","SLC35A2"
"RAG11",1.34741068175335e-27,0.311897716301509,0.4,0.251,2.43679221795093e-23,"6","RAG1"
"PRSS163",1.6628246500045e-27,0.278453990305651,0.697,0.505,3.00721837953314e-23,"6","PRSS16"
"MAD2L1BP1",1.78202114575472e-27,0.258716364520037,0.926,0.732,3.22278524209741e-23,"6","MAD2L1BP"
"PLCH12",2.00153199907332e-27,0.316842550198662,0.578,0.397,3.61977062032411e-23,"6","PLCH1"
"ICA13",2.33137277384043e-27,0.276813105647078,0.966,0.772,4.21628766149041e-23,"6","ICA1"
"UBAP22",2.34006636184979e-27,0.251579782584181,0.92,0.71,4.23201001540535e-23,"6","UBAP2"
"CKAP2L1",2.42605970057536e-27,0.251168747027195,0.862,0.64,4.38752896849054e-23,"6","CKAP2L"
"KCTD52",2.46649367237324e-27,0.251452976446413,0.962,0.798,4.460653806487e-23,"6","KCTD5"
"C4orf47",2.58019219276401e-27,0.307732816312789,0.361,0.221,4.66627758061372e-23,"6","C4orf47"
"HIST1H3G",2.66212323745383e-27,0.290475029983879,0.59,0.414,4.81444987493525e-23,"6","HIST1H3G"
"MVK1",3.40215457697423e-27,0.251703570347779,0.789,0.601,6.1527965524579e-23,"6","MVK"
"ZNF6692",3.41282759836515e-27,0.26504630896269,0.615,0.43,6.17209871164337e-23,"6","ZNF669"
"ZNF470",3.64495217048881e-27,0.2676050728699,0.47,0.308,6.59189600032901e-23,"6","ZNF470"
"PARPBP4",4.02562744430148e-27,0.263279096929457,0.914,0.696,7.28034723301923e-23,"6","PARPBP"
"PIMREG1",4.67121715775727e-27,0.252802382892011,0.603,0.411,8.44789622980403e-23,"6","PIMREG"
"ELOVL62",5.03534303781025e-27,0.3366198808424,0.636,0.451,9.10641788387985e-23,"6","ELOVL6"
"SPATA6L3",5.57184919928629e-27,0.291549403581484,0.614,0.436,1.00766892769093e-22,"6","SPATA6L"
"RDM11",5.77109135435059e-27,0.390862502546967,0.461,0.308,1.0437018714343e-22,"6","RDM1"
"RNASEH2B1",6.41659419845866e-27,0.279822914638455,0.828,0.637,1.16044106079125e-22,"6","RNASEH2B"
"LANCL22",7.17477082717813e-27,0.277874779273663,0.94,0.743,1.29755730409516e-22,"6","LANCL2"
"DHODH",9.76645991446858e-27,0.261967222262154,0.565,0.387,1.76626427553164e-22,"6","DHODH"
"NUP931",1.0838493345912e-26,0.252971891677838,0.934,0.757,1.96014152160819e-22,"6","NUP93"
"RIOK21",1.34231068752254e-26,0.265719596815831,0.911,0.727,2.42756887838452e-22,"6","RIOK2"
"G6PD",1.53054263940926e-26,0.25001829790185,0.919,0.746,2.76798636337164e-22,"6","G6PD"
"SLC7A12",1.59305011959283e-26,0.253866121762715,0.954,0.781,2.88103114128363e-22,"6","SLC7A1"
"SMIM6",1.60182584965489e-26,0.345904521037887,0.384,0.237,2.89690204910087e-22,"6","SMIM6"
"MNX12",1.97374822153583e-26,0.264226393792244,0.62,0.436,3.56952365864756e-22,"6","MNX1"
"GUCA1B2",2.07471563727583e-26,0.388568029887724,0.354,0.213,3.75212323001334e-22,"6","GUCA1B"
"TAF9B",2.52548781110534e-26,0.283057936101563,0.545,0.37,4.56734470638401e-22,"6","TAF9B"
"NOL92",3.01734885166e-26,0.255313906639143,0.843,0.644,5.45687539822711e-22,"6","NOL9"
"TAF6L",3.3821810495146e-26,0.256796322061594,0.656,0.461,6.11667442804716e-22,"6","TAF6L"
"SLC29A12",5.20007746829075e-26,0.252606689736858,0.954,0.8,9.40434010140381e-22,"6","SLC29A1"
"ZSCAN5A1",6.73846297035361e-26,0.286329354834157,0.49,0.326,1.21865102818845e-21,"6","ZSCAN5A"
"ZNF7113",1.22277867266631e-25,0.257042925532175,0.863,0.654,2.21139522951702e-21,"6","ZNF711"
"PFDN4",1.24088639724577e-25,0.285171328600751,0.486,0.32,2.24414304941897e-21,"6","PFDN4"
"IFRD21",1.43336646874109e-25,0.250434108197887,0.885,0.68,2.59224325871826e-21,"6","IFRD2"
"FDXR3",2.19731012647775e-25,0.255374190455461,0.785,0.586,3.97383536373501e-21,"6","FDXR"
"FLRT3",2.37018827106247e-25,0.350809936260723,0.303,0.179,4.28648548821648e-21,"6","FLRT3"
"HESX1",2.64531334759987e-25,0.252332849409049,0.41,0.264,4.78404918913436e-21,"6","HESX1"
"KCNN2",5.93359116880414e-25,0.297930018098805,0.544,0.374,1.07308996287823e-20,"6","KCNN2"
"SCLY2",7.04319489482438e-25,0.296780498776606,0.632,0.449,1.27376179672899e-20,"6","SCLY"
"SLC39A42",1.62464246273528e-24,0.387838586395733,0.449,0.3,2.93816589385675e-20,"6","SLC39A4"
"ZNF396",2.36969363872229e-24,0.276072125212873,0.293,0.171,4.28559094562927e-20,"6","ZNF396"
"SLC29A22",3.53569092114678e-24,0.291978515246175,0.593,0.422,6.39429703089396e-20,"6","SLC29A2"
"HSPA14.11",5.07341099716274e-24,0.251647187450436,0.943,0.736,9.17526378836881e-20,"6","HSPA14.1"
"FAM83E3",1.40660584541775e-23,0.274408583410831,0.374,0.238,2.543846671438e-19,"6","FAM83E"
"C11orf522",8.16260848974281e-23,0.314008860285611,0.364,0.23,1.47620774536999e-18,"6","C11orf52"
"PANK22",9.21170281584667e-23,0.340203454124048,0.517,0.363,1.66593645424587e-18,"6","PANK2"
"HMSD1",1.04119240100103e-22,0.380635062322599,0.297,0.177,1.88299645721036e-18,"6","HMSD"
"CATSPER33",2.17128964415318e-22,0.341994025685029,0.365,0.232,3.92677732145103e-18,"6","CATSPER3"
"DLX11",2.26615999874929e-22,0.254510566826326,0.314,0.194,4.09835035773809e-18,"6","DLX1"
"CAPS2",2.72052211153247e-22,0.292683301922065,0.291,0.175,4.92006423870647e-18,"6","CAPS2"
"REPS22",3.26885307129604e-22,0.264413787702319,0.588,0.418,5.91172077943888e-18,"6","REPS2"
"C12orf732",7.32161990409411e-22,0.294364710148399,0.422,0.279,1.32411495965542e-17,"6","C12orf73"
"PCDHB102",7.6513307082359e-22,0.269026808456272,0.51,0.355,1.38374315858446e-17,"6","PCDHB10"
"TEDC22",8.42409224713318e-21,0.254259925804403,0.511,0.357,1.52349708289404e-16,"6","TEDC2"
"FP565260.12",2.20253124127287e-20,0.437706748821171,0.318,0.202,3.98327774984199e-16,"6","FP565260.1"
"SPATA173",5.06716790121359e-20,0.305619622546333,0.37,0.241,9.16397314934478e-16,"6","SPATA17"
"TPPP3",6.14751279935337e-20,0.256484101608522,0.605,0.439,1.11177768976306e-15,"6","TPPP3"
"PAX91",1.38691963744363e-18,0.262547004112063,0.291,0.183,2.5082441643168e-14,"6","PAX9"
"FA2H3",1.74885939805864e-17,0.318895344844566,0.424,0.299,3.16281222138905e-13,"6","FA2H"
"UNC5CL1",2.2281173933079e-17,0.326436719431441,0.309,0.199,4.02955030579733e-13,"6","UNC5CL"
"C4orf362",3.96904512214237e-16,0.271867001428485,0.271,0.173,7.17801810339448e-12,"6","C4orf36"
"PPIL62",8.53670832805097e-16,0.326481920401918,0.3,0.199,1.54386370112802e-11,"6","PPIL6"
"HIST1H3E2",5.23970999765958e-15,0.315736943733416,0.297,0.197,9.47601553076735e-11,"6","HIST1H3E"
"LGR62",2.93484033025935e-14,0.27771763821418,0.33,0.226,5.30765873727404e-10,"6","LGR6"
"RBP7",7.89640875451356e-14,0.339299434085424,0.269,0.179,1.42806552325378e-09,"6","RBP7"
"PPP1R361",1.84748641321978e-13,0.269104319469091,0.293,0.202,3.34117917830798e-09,"6","PPP1R36"
"SBK14",8.96602247884249e-12,0.274758215619619,0.434,0.332,1.62150516529866e-07,"6","SBK1"
"PEBP12",0,0.985465681300899,1,0.948,0,"7","PEBP1"
"YWHAZ2",0,1.09911111179019,1,0.983,0,"7","YWHAZ"
"EIF4A11",0,0.803536442006886,1,0.985,0,"7","EIF4A1"
"ACTB",0,0.708810743453111,1,0.999,0,"7","ACTB"
"CBX33",1.5146485188144e-304,0.904008199471585,1,0.952,2.73924184627584e-300,"7","CBX3"
"DEK2",3.8668888621449e-284,0.883939532761194,1,0.946,6.99326850718905e-280,"7","DEK"
"HSP90AA12",6.81886910188045e-283,0.751012517329095,1,0.972,1.23319247707508e-278,"7","HSP90AA1"
"CA23",5.97659324258865e-277,1.13657039735287,1,0.896,1.08086688792216e-272,"7","CA2"
"YWHAE2",2.88590071465063e-270,0.715214019331811,1,0.956,5.21915144244567e-266,"7","YWHAE"
"GNS2",1.42921159827405e-267,0.951174133147643,1,0.952,2.58472917547861e-263,"7","GNS"
"UHRF13",4.35226165834443e-267,1.07537185408958,0.999,0.826,7.8710652091159e-263,"7","UHRF1"
"HNRNPA31",5.09222854066413e-266,0.724143695204511,1,0.97,9.20929531579108e-262,"7","HNRNPA3"
"SRSF32",6.93014011320686e-266,0.861729100208215,1,0.926,1.25331583947346e-261,"7","SRSF3"
"CHCHD32",9.56020852928835e-266,1.03580650659244,1,0.855,1.7289637125218e-261,"7","CHCHD3"
"CCT6A2",3.81347126989754e-256,0.805846857792136,1,0.949,6.8966627916097e-252,"7","CCT6A"
"CHCHD23",9.94674618343452e-255,0.735121734796013,1,0.978,1.79886904727413e-250,"7","CHCHD2"
"CYP51A11",4.57332743612762e-254,1.37724196472524,1,0.805,8.27086266823679e-250,"7","CYP51A1"
"PLA2G4A3",7.0892510743404e-250,1.12017993022025,1,0.783,1.28209105679446e-245,"7","PLA2G4A"
"DKC11",3.71286394114367e-248,0.908705845463823,1,0.87,6.71471443755833e-244,"7","DKC1"
"HSPA82",3.70332669076297e-245,0.752941171308882,1,0.977,6.69746632024482e-241,"7","HSPA8"
"CALM21",3.23683291855352e-244,0.660552290369801,1,0.956,5.85381233320403e-240,"7","CALM2"
"CDK15",9.08046225684313e-244,0.992180790406105,1,0.861,1.64220159915008e-239,"7","CDK1"
"ATP5F1B3",2.90485422844248e-243,0.897252798648517,1,0.928,5.25342887213823e-239,"7","ATP5F1B"
"CCT82",1.93458868112213e-242,0.833134480284835,1,0.896,3.49870362980937e-238,"7","CCT8"
"OAZ11",2.13130830350961e-235,0.462442251925755,1,0.997,3.85447106689713e-231,"7","OAZ1"
"SLC16A12",2.76830261443707e-235,0.982983239332261,1,0.901,5.00647527820944e-231,"7","SLC16A1"
"HSPE12",7.63702883623936e-230,0.801389524764148,0.999,0.918,1.38115666503389e-225,"7","HSPE1"
"RBBP72",7.68212409387502e-230,0.879414381781927,0.999,0.868,1.3893121423773e-225,"7","RBBP7"
"CENPF2",1.3133440671849e-229,0.992076344372709,0.998,0.807,2.3751827455039e-225,"7","CENPF"
"MTHFD12",5.92192655597411e-228,0.88490715684875,0.999,0.872,1.07098041764792e-223,"7","MTHFD1"
"MAD2L12",1.13607436127163e-227,1.0838986090876,0.995,0.779,2.05459048235975e-223,"7","MAD2L1"
"YWHAB1",2.43444451279016e-227,0.881345539977425,1,0.862,4.40269290138101e-223,"7","YWHAB"
"HSPD12",7.95320154593376e-227,0.813396716568095,0.999,0.908,1.43833649958212e-222,"7","HSPD1"
"ATP1B32",2.24402013939929e-226,0.890724032129081,1,0.896,4.05831042210361e-222,"7","ATP1B3"
"HPRT12",3.35728325657636e-225,0.96210831310721,0.998,0.858,6.07164676951834e-221,"7","HPRT1"
"MCM42",4.15139775439933e-225,0.949438982200234,1,0.845,7.50780283883118e-221,"7","MCM4"
"GALNT14",5.32647559390602e-225,0.757343647315588,1,0.937,9.63293111157903e-221,"7","GALNT1"
"FSCN13",3.13760631199052e-224,0.840190620069916,1,0.921,5.67436101523486e-220,"7","FSCN1"
"EIF3J2",3.44158227882333e-224,0.811271494303933,0.999,0.886,6.224101551252e-220,"7","EIF3J"
"EIF4EBP21",9.03039734724346e-224,0.653846668348,1,0.946,1.63314736024898e-219,"7","EIF4EBP2"
"CYB5B1",7.40823031786889e-222,0.812610725586372,0.999,0.911,1.33977845298659e-217,"7","CYB5B"
"HSPA92",3.64311930153816e-220,0.857420768866278,1,0.875,6.58858125683176e-216,"7","HSPA9"
"USP15",2.70525230858764e-218,0.871531489930565,0.998,0.878,4.89244880008074e-214,"7","USP1"
"HNRNPD1",1.183219512291e-217,0.660750670595922,1,0.948,2.13985248797827e-213,"7","HNRNPD"
"DNAJA13",2.05093542583661e-217,0.897299934101655,0.999,0.859,3.70911671762551e-213,"7","DNAJA1"
"UBE2D31",3.29260488323051e-216,0.598750293354708,1,0.949,5.95467593132238e-212,"7","UBE2D3"
"STEAP12",3.52287122561539e-216,1.05089258433525,0.994,0.799,6.37111261152542e-212,"7","STEAP1"
"FAM136A2",3.12771056844702e-215,0.889521241771569,0.999,0.836,5.65646456303643e-211,"7","FAM136A"
"SNRPE2",5.14382848542878e-215,0.955084739607416,0.995,0.817,9.30261381589795e-211,"7","SNRPE"
"USP222",7.89610737633981e-215,0.698079289026565,1,0.925,1.42801101901105e-210,"7","USP22"
"TOMM51",1.38783873344886e-214,0.766477294516676,1,0.906,2.50990634944226e-210,"7","TOMM5"
"BAZ1B2",2.89451807463306e-213,0.666904884571781,1,0.941,5.23473593797388e-209,"7","BAZ1B"
"MYBL23",5.79203949552486e-213,0.989138025371743,0.998,0.825,1.04749034276567e-208,"7","MYBL2"
"NME22",1.18225750503649e-212,0.704230036651029,1,0.95,2.13811269785849e-208,"7","NME2"
"GOT21",2.34721933085872e-212,0.906415271037288,0.998,0.85,4.244946159858e-208,"7","GOT2"
"SNRPC2",8.12309771260779e-212,0.747678565768111,0.999,0.903,1.46906222132512e-207,"7","SNRPC"
"GTF3A1",2.54508813453416e-211,0.805016769570867,0.998,0.884,4.60279189130503e-207,"7","GTF3A"
"EIF4H1",3.99231998084447e-211,0.639946647815907,1,0.944,7.22011068535722e-207,"7","EIF4H"
"FH2",1.12719885749109e-210,0.833893774573637,0.999,0.879,2.03853913377264e-206,"7","FH"
"KPNB12",1.01678419521424e-209,0.776153624359758,1,0.887,1.83885421704495e-205,"7","KPNB1"
"CD1643",9.21662247028818e-209,1.0095517681311,0.999,0.876,1.66682617375162e-204,"7","CD164"
"PRDX32",1.32312503580168e-207,0.912389496977632,0.998,0.828,2.39287162724734e-203,"7","PRDX3"
"ARPC5L2",2.4399486163389e-206,0.740526400425345,1,0.898,4.4126470726489e-202,"7","ARPC5L"
"TXNL4A1",2.79598332876926e-206,0.628737357604318,1,0.939,5.05653585007921e-202,"7","TXNL4A"
"FLNB3",3.79300905867318e-206,0.841875423688642,0.999,0.922,6.85965688261044e-202,"7","FLNB"
"BZW23",1.63632370111401e-205,0.877572184453084,0.999,0.844,2.95929141346469e-201,"7","BZW2"
"HIST1H1C2",3.71603454159983e-204,0.722556192114238,1,0.986,6.72044846848329e-200,"7","HIST1H1C"
"COX4I11",1.25916524974857e-202,0.67092062998108,1,0.932,2.2772003541703e-198,"7","COX4I1"
"NT5DC21",3.07504746616392e-202,0.818260558688485,0.999,0.878,5.56122334255745e-198,"7","NT5DC2"
"CCT42",1.41295669955845e-201,0.849168412998581,0.999,0.852,2.55533219115145e-197,"7","CCT4"
"HMGN52",1.81404589820582e-201,1.04497113843496,0.993,0.746,3.28070200690523e-197,"7","HMGN5"
"VDAC12",3.96607810798414e-201,0.830909873937802,0.999,0.873,7.17265225828932e-197,"7","VDAC1"
"VDAC32",9.50724366459108e-201,0.724867665403684,1,0.912,1.7193850167413e-196,"7","VDAC3"
"BSG2",1.8675117115715e-200,0.713095108650318,1,0.947,3.37739493037705e-196,"7","BSG"
"CCDC472",1.96769830337515e-200,0.742746725129192,1,0.926,3.55858238165395e-196,"7","CCDC47"
"NQO12",3.54664326043369e-200,1.06993724850127,0.999,0.814,6.41410433649433e-196,"7","NQO1"
"MCCC23",4.96428791121526e-200,0.820863636679614,1,0.866,8.97791468743279e-196,"7","MCCC2"
"GTF3C61",3.04133371577831e-199,0.885674074046093,0.996,0.825,5.50025202498507e-195,"7","GTF3C6"
"EIF4G1",1.6276631211885e-197,0.708229633887098,1,0.896,2.9436287546694e-193,"7","EIF4G1"
"AP2S12",5.84885361605992e-197,0.83149007410161,0.999,0.862,1.05776517646444e-192,"7","AP2S1"
"HNRNPA2B1",8.60894571146475e-196,0.513033232930221,1,0.983,1.5569278319184e-191,"7","HNRNPA2B1"
"SRPK12",5.1075970218371e-195,0.698388853965703,0.999,0.926,9.23708921399239e-191,"7","SRPK1"
"DHCR242",4.51159003988225e-193,1.06464332919292,0.999,0.784,8.15921058712704e-189,"7","DHCR24"
"NCL1",1.05852299719621e-192,0.692649642668425,1,0.943,1.91433884042934e-188,"7","NCL"
"SERPINB12",1.78451297967642e-192,0.734809920993282,1,0.95,3.2272917237448e-188,"7","SERPINB1"
"EEF1B23",2.26357422479108e-192,0.739781614687721,1,0.973,4.09367398553468e-188,"7","EEF1B2"
"NONO2",4.51219244640788e-192,0.84168880977438,0.995,0.849,8.16030003932865e-188,"7","NONO"
"MCM22",2.70209057203335e-191,0.887572847717891,0.998,0.816,4.88673079952232e-187,"7","MCM2"
"EBNA1BP21",5.64492702486162e-191,0.780758310873404,0.999,0.864,1.02088505244622e-186,"7","EBNA1BP2"
"LYAR1",9.56648604677649e-191,0.864779305101233,0.998,0.827,1.73009900155953e-186,"7","LYAR"
"NDUFAB13",1.1589219809298e-190,0.71822259077477,1,0.906,2.09591040251154e-186,"7","NDUFAB1"
"PRELID3B2",5.97070101148609e-190,0.820037673597875,0.996,0.849,1.07980127792726e-185,"7","PRELID3B"
"CDC62",1.76928787057298e-189,1.00728029622824,0.991,0.753,3.19975711393123e-185,"7","CDC6"
"INTS101",2.12622534251418e-189,0.763027507852839,1,0.887,3.84527853193689e-185,"7","INTS10"
"FEN12",2.45728836449021e-189,1.03564605250808,0.985,0.738,4.44400600718055e-185,"7","FEN1"
"TUBA1C1",1.02088144477286e-188,0.743072446901254,1,0.895,1.84626409287173e-184,"7","TUBA1C"
"INO80C3",1.12809658954711e-188,1.02933029666845,0.988,0.769,2.04016268219594e-184,"7","INO80C"
"TMEM106C2",1.47184322206271e-188,0.810787919795439,0.999,0.882,2.66182846710041e-184,"7","TMEM106C"
"LARP41",2.13841402621204e-188,0.670219275648239,1,0.921,3.86732176640447e-184,"7","LARP4"
"PSMC52",8.36176156758789e-188,0.655820291979951,1,0.915,1.51222457949827e-183,"7","PSMC5"
"ATP5ME3",2.2217156101859e-187,0.68708581552996,1,0.92,4.0179726810212e-183,"7","ATP5ME"
"RBM17",2.85701278094277e-187,0.62456835829025,1,0.925,5.16690761433499e-183,"7","RBM17"
"HMGB22",2.89068266506473e-187,0.744137260664902,1,0.925,5.22779959976956e-183,"7","HMGB2"
"SERPINB64",5.35197758864869e-187,0.729984604465042,1,0.934,9.67905146907116e-183,"7","SERPINB6"
"EPB41L21",5.57452781735053e-187,0.694758371281025,1,0.938,1.00815335576784e-182,"7","EPB41L2"
"MCM74",2.84532708083387e-186,0.724081527520729,1,0.922,5.14577402568806e-182,"7","MCM7"
"FOXM12",4.66090872752794e-183,0.843019077056323,0.998,0.814,8.42925343373429e-179,"7","FOXM1"
"SDF4",1.18199866691885e-182,0.530890299252693,1,0.951,2.13764458912275e-178,"7","SDF4"
"TUBA1B1",8.87412922030596e-182,1.31777473701815,0.916,0.558,1.60488626949233e-177,"7","TUBA1B"
